order_id,created_at,delivered_at,customer_name,gross_amount,payment_method,erp_status,return_policy_days
ORD_1030,2026-08-26T16:00:00,2026-08-27T16:00:00,Distributor_30,5100.00,NETBANKING,SUCCESS,0
ORD_1031,2026-08-26T21:00:00,2026-08-27T21:00:00,Distributor_31,5220.00,UPI,SUCCESS,0
ORD_1032,2026-08-27T02:00:00,2026-08-28T02:00:00,Distributor_32,5340.00,NETBANKING,SUCCESS,0
ORD_1033,2026-08-27T07:00:00,2026-08-28T07:00:00,Distributor_33,5460.00,UPI,SUCCESS,0
ORD_1034,2026-08-27T12:00:00,2026-08-28T12:00:00,Distributor_34,5580.00,NETBANKING,SUCCESS,0
ORD_1035,2026-08-27T17:00:00,2026-08-28T01:00:00,Distributor_35,5700.00,UPI,SUCCESS,0
ORD_1036,2026-08-27T22:00:00,2026-08-28T22:00:00,Distributor_36,5820.00,NETBANKING,SUCCESS,0
ORD_1037,2026-08-28T03:00:00,2026-08-29T03:00:00,Distributor_37,5940.00,UPI,SUCCESS,0
ORD_1038,2026-08-28T08:00:00,2026-08-29T08:00:00,Distributor_38,6060.00,NETBANKING,SUCCESS,0
ORD_1039,2026-08-28T13:00:00,2026-08-29T13:00:00,Distributor_39,6180.00,UPI,SUCCESS,0
ORD_1040,2026-08-28T18:00:00,2026-08-29T18:00:00,Distributor_40,6300.00,NETBANKING,SUCCESS,0
ORD_1041,2026-08-28T23:00:00,2026-08-29T23:00:00,Distributor_41,6420.00,UPI,SUCCESS,0
ORD_1042,2026-08-29T04:00:00,2026-08-30T04:00:00,Distributor_42,6540.00,NETBANKING,SUCCESS,0
ORD_1043,2026-08-29T09:00:00,2026-08-30T09:00:00,Distributor_43,6660.00,UPI,SUCCESS,0
ORD_1046,2026-08-30T00:00:00,2026-08-31T00:00:00,Distributor_46,7020.00,NETBANKING,SUCCESS,0
ORD_1047,2026-08-30T05:00:00,2026-08-31T05:00:00,Distributor_47,7140.00,UPI,SUCCESS,0
ORD_1048,2026-08-30T10:00:00,2026-08-31T10:00:00,Distributor_48,7260.00,NETBANKING,SUCCESS,0
ORD_1049,2026-08-30T15:00:00,2026-08-31T15:00:00,Distributor_49,7380.00,UPI,SUCCESS,0
ORD_1050,2026-08-30T20:00:00,2026-08-31T20:00:00,Distributor_50,7500.00,NETBANKING,SUCCESS,0
ORD_1051,2026-08-31T01:00:00,2026-09-01T01:00:00,Distributor_51,7620.00,UPI,SUCCESS,0
ORD_1052,2026-08-31T06:00:00,2026-09-01T06:00:00,Distributor_52,7740.00,NETBANKING,SUCCESS,0
ORD_1053,2026-08-31T11:00:00,2026-09-01T11:00:00,Distributor_53,7860.00,UPI,SUCCESS,0
ORD_1054,2026-08-31T16:00:00,2026-09-01T16:00:00,Distributor_54,7980.00,NETBANKING,SUCCESS,0
ORD_1055,2026-08-31T21:00:00,2026-09-01T21:00:00,Distributor_55,8100.00,UPI,SUCCESS,0
ORD_1056,2026-09-01T02:00:00,2026-09-02T02:00:00,Distributor_56,8220.00,NETBANKING,SUCCESS,0
ORD_1057,2026-09-01T07:00:00,2026-09-02T07:00:00,Distributor_57,8340.00,UPI,SUCCESS,0
ORD_1058,2026-09-01T12:00:00,2026-09-02T12:00:00,Distributor_58,8460.00,NETBANKING,SUCCESS,0
ORD_1059,2026-09-01T17:00:00,2026-09-02T17:00:00,Distributor_59,8580.00,UPI,SUCCESS,0
ORD_1060,2026-09-01T22:00:00,2026-09-02T22:00:00,Distributor_60,8700.00,NETBANKING,SUCCESS,0
