order_id,created_at,delivered_at,customer_name,gross_amount,payment_method,erp_status,return_policy_days
ORD_6027,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_28,5694.25,NETBANKING,SUCCESS,0
ORD_6028,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_29,5922.00,AMEX,SUCCESS,0
ORD_6029,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_30,5574.00,NETBANKING,SUCCESS,0
ORD_6030,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_31,5801.75,UPI,SUCCESS,0
ORD_6031,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_32,6029.50,NETBANKING,SUCCESS,0
ORD_6032,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_33,6257.25,UPI,SUCCESS,0
ORD_6033,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_34,6485.00,NETBANKING,SUCCESS,0
ORD_6034,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_35,6712.75,UPI,SUCCESS,0
ORD_6035,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_36,6940.50,NETBANKING,SUCCESS,0
ORD_6036,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_37,6592.50,UPI,SUCCESS,0
ORD_6037,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_38,6820.25,AMEX,SUCCESS,0
ORD_6038,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_39,7048.00,UPI,SUCCESS,0
ORD_6039,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_40,7275.75,NETBANKING,SUCCESS,0
ORD_6040,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_41,7503.50,UPI,SUCCESS,0
ORD_6041,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_42,7731.25,NETBANKING,SUCCESS,0
ORD_6042,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_43,7959.00,UPI,SUCCESS,0
ORD_6043,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_44,7611.00,NETBANKING,SUCCESS,0
ORD_6044,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_45,7838.75,UPI,SUCCESS,0
ORD_6045,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_46,8066.50,NETBANKING,SUCCESS,0
ORD_6046,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_47,8294.25,AMEX,SUCCESS,0
ORD_6047,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_48,8522.00,NETBANKING,SUCCESS,0
ORD_6048,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_49,8749.75,UPI,SUCCESS,0
ORD_6049,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_50,8977.50,NETBANKING,SUCCESS,0
