payment_id,order_id,settled_at,gateway_status,captured_amount,fee,tax,refund_amount,is_settlement_eligible,net_settlement
pay_9029,ORD_5029,2026-09-07T06:00:00,CAPTURED,5574.00,111.48,20.07,0.00,True,5442.45
pay_9030,ORD_5030,2026-09-07T06:00:00,CAPTURED,5801.75,116.04,20.89,0.00,True,5664.82
pay_9031,ORD_5031,2026-09-07T06:00:00,CAPTURED,6029.50,120.59,21.71,0.00,True,5887.20
pay_9032,ORD_5032,2026-09-07T06:00:00,CAPTURED,6257.25,125.15,22.53,0.00,True,6109.57
pay_9033,ORD_5033,2026-09-07T06:00:00,CAPTURED,6485.00,129.70,23.35,0.00,True,6331.95
pay_9034,ORD_5034,2026-09-07T06:00:00,CAPTURED,6712.75,134.26,24.17,0.00,True,6554.32
pay_9035,ORD_5035,2026-09-07T06:00:00,CAPTURED,6940.50,138.81,24.99,0.00,True,6776.70
pay_9036,ORD_5036,2026-09-07T06:00:00,CAPTURED,6592.50,131.85,23.73,0.00,True,6436.92
pay_9037,ORD_5037,2026-09-07T06:00:00,CAPTURED,6820.25,204.61,36.83,0.00,True,6578.81
pay_9038,ORD_5038,2026-09-07T06:00:00,CAPTURED,7048.00,140.96,25.37,0.00,True,6881.67
pay_9039,ORD_5039,2026-09-07T06:00:00,CAPTURED,7275.75,145.52,26.19,0.00,True,7104.04
pay_9040,ORD_5040,2026-09-07T06:00:00,CAPTURED,7503.50,150.07,27.01,0.00,True,7326.42
pay_9041,ORD_5041,2026-09-07T06:00:00,CAPTURED,7731.25,154.63,27.83,0.00,True,7548.79
pay_9042,ORD_5042,2026-09-07T06:00:00,CAPTURED,7959.00,159.18,28.65,0.00,True,7771.17
pay_9043,ORD_5043,2026-09-07T06:00:00,CAPTURED,7611.00,152.22,27.40,0.00,True,7431.38
pay_9044,ORD_5044,2026-09-07T06:00:00,CAPTURED,7838.75,156.78,28.22,0.00,True,7653.75
pay_9045,ORD_5045,2026-09-07T06:00:00,CAPTURED,8066.50,161.33,29.04,0.00,True,7876.13
pay_9046,ORD_5046,2026-09-07T06:00:00,CAPTURED,8294.25,248.83,44.79,0.00,True,8000.63
pay_9047,ORD_5047,2026-09-07T06:00:00,CAPTURED,8522.00,170.44,30.68,0.00,True,8320.88
pay_9048,ORD_5048,2026-09-07T06:00:00,CAPTURED,8749.75,175.00,31.50,0.00,True,8543.25
pay_9049,ORD_5049,2026-09-07T06:00:00,CAPTURED,8977.50,179.55,32.32,0.00,True,8765.63
pay_9050,ORD_5050,2026-09-07T06:00:00,CAPTURED,8629.50,172.59,31.07,0.00,True,8425.84
pay_9051,ORD_5051,2026-09-07T06:00:00,CAPTURED,8857.25,177.15,31.89,0.00,True,8648.21
pay_9052,ORD_5052,2026-09-07T06:00:00,CAPTURED,9085.00,181.70,32.71,0.00,True,8870.59
pay_9053,ORD_5053,2026-09-07T06:00:00,CAPTURED,9312.75,186.26,33.53,0.00,True,9092.96
pay_9054,ORD_5054,2026-09-07T06:00:00,CAPTURED,9540.50,190.81,34.35,0.00,True,9315.34
pay_9055,ORD_5055,2026-09-07T06:00:00,CAPTURED,9768.25,293.05,52.75,0.00,True,9422.45
